order_number,product_key,customer_key,order_date,shipping_date,due_date,sales_amount,quantity,price
SO69118,,1142.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69119,,1119.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69119,,1119.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69119,,1119.0,2013-10-25,2013-11-01,2013-11-06,2.0,1.0,2.0
SO69119,,1119.0,2013-10-25,2013-11-01,2013-11-06,8.0,1.0,8.0
SO69120,,12427.0,2013-10-25,2013-11-01,2013-11-06,33.0,1.0,33.0
SO69120,,12427.0,2013-10-25,2013-11-01,2013-11-06,4.0,1.0,4.0
SO69120,,12427.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69121,,8510.0,2013-10-25,2013-11-01,2013-11-06,29.0,1.0,29.0
SO69121,,8510.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69121,,8510.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69122,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69123,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69123,,,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69123,,,2013-10-25,2013-11-01,2013-11-06,159.0,1.0,159.0
SO69124,,,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69124,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69124,,,2013-10-25,2013-11-01,2013-11-06,2.0,1.0,2.0
SO69125,,1310.0,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69126,,,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69126,,,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69127,,1949.0,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69127,,1949.0,2013-10-25,2013-11-01,2013-11-06,64.0,1.0,64.0
SO69128,,647.0,2013-10-25,2013-11-01,2013-11-06,540.0,1.0,540.0
SO69128,,647.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69129,,1420.0,2013-10-25,2013-11-01,2013-11-06,2295.0,1.0,2295.0
SO69130,,1430.0,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69130,,1430.0,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69131,,1445.0,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69131,,1445.0,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69132,,2917.0,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69132,,2917.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69132,,2917.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69132,,2917.0,2013-10-25,2013-11-01,2013-11-06,2.0,1.0,2.0
SO69133,,654.0,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69133,,654.0,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69134,,2660.0,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69134,,2660.0,2013-10-25,2013-11-01,2013-11-06,120.0,1.0,120.0
SO69135,,,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69135,,,2013-10-25,2013-11-01,2013-11-06,55.0,1.0,55.0
SO69135,,,2013-10-25,2013-11-01,2013-11-06,64.0,1.0,64.0
SO69136,,,2013-10-25,2013-11-01,2013-11-06,2295.0,1.0,2295.0
SO69136,,,2013-10-25,2013-11-01,2013-11-06,22.0,1.0,22.0
SO69136,,,2013-10-25,2013-11-01,2013-11-06,120.0,1.0,120.0
SO69137,,8838.0,2013-10-25,2013-11-01,2013-11-06,1701.0,1.0,1701.0
SO69138,,8845.0,2013-10-25,2013-11-01,2013-11-06,1701.0,1.0,1701.0
SO69138,,8845.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69138,,8845.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69139,,181.0,2013-10-25,2013-11-01,2013-11-06,1701.0,1.0,1701.0
SO69139,,181.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69140,,9560.0,2013-10-25,2013-11-01,2013-11-06,540.0,1.0,540.0
SO69140,,9560.0,2013-10-25,2013-11-01,2013-11-06,24.0,1.0,24.0
SO69141,,6433.0,2013-10-25,2013-11-01,2013-11-06,2443.0,1.0,2443.0
SO69141,,6433.0,2013-10-25,2013-11-01,2013-11-06,33.0,1.0,33.0
SO69142,,6411.0,2013-10-25,2013-11-01,2013-11-06,2443.0,1.0,2443.0
SO69142,,6411.0,2013-10-25,2013-11-01,2013-11-06,4.0,1.0,4.0
SO69142,,6411.0,2013-10-25,2013-11-01,2013-11-06,33.0,1.0,33.0
SO69143,,,2013-10-25,2013-11-01,2013-11-06,2320.0,1.0,2320.0
SO69143,,,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69143,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69143,,,2013-10-25,2013-11-01,2013-11-06,159.0,1.0,159.0
SO69144,,11998.0,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69144,,11998.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69145,,9337.0,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69145,,9337.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69145,,9337.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69145,,9337.0,2013-10-25,2013-11-01,2013-11-06,54.0,1.0,54.0
SO69146,,11993.0,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69146,,11993.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69146,,11993.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69146,,11993.0,2013-10-25,2013-11-01,2013-11-06,64.0,1.0,64.0
SO69147,,11654.0,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69147,,11654.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69148,,,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69149,,11739.0,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69149,,11739.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69149,,11739.0,2013-10-25,2013-11-01,2013-11-06,24.0,1.0,24.0
SO69150,,11829.0,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69151,,8349.0,2013-10-25,2013-11-01,2013-11-06,540.0,1.0,540.0
SO69151,,8349.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69152,,8264.0,2013-10-25,2013-11-01,2013-11-06,540.0,1.0,540.0
SO69152,,8264.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69152,,8264.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69152,,8264.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69153,,8106.0,2013-10-25,2013-11-01,2013-11-06,540.0,1.0,540.0
SO69153,,8106.0,2013-10-25,2013-11-01,2013-11-06,4.0,1.0,4.0
SO69153,,8106.0,2013-10-25,2013-11-01,2013-11-06,21.0,1.0,21.0
SO69153,,8106.0,2013-10-25,2013-11-01,2013-11-06,2.0,1.0,2.0
SO69154,,5451.0,2013-10-25,2013-11-01,2013-11-06,1120.0,1.0,1120.0
SO69154,,5451.0,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69154,,5451.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69155,,9244.0,2013-10-25,2013-11-01,2013-11-06,540.0,1.0,540.0
SO69155,,9244.0,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69155,,9244.0,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69155,,9244.0,2013-10-25,2013-11-01,2013-11-06,24.0,1.0,24.0
SO69156,,,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69156,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69156,,,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69156,,,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69157,,26.0,2013-10-25,2013-11-01,2013-11-06,742.0,1.0,742.0
SO69157,,26.0,2013-10-25,2013-11-01,2013-11-06,54.0,1.0,54.0
SO69158,,,2013-10-25,2013-11-01,2013-11-06,742.0,1.0,742.0
SO69158,,,2013-10-25,2013-11-01,2013-11-06,29.0,1.0,29.0
SO69158,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69158,,,2013-10-25,2013-11-01,2013-11-06,35.0,1.0,35.0
SO69158,,,2013-10-25,2013-11-01,2013-11-06,54.0,1.0,54.0
SO69158,,,2013-10-25,2013-11-01,2013-11-06,24.0,1.0,24.0
SO69159,,,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69159,,,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69160,,,2013-10-25,2013-11-01,2013-11-06,2384.0,1.0,2384.0
SO69160,,,2013-10-25,2013-11-01,2013-11-06,5.0,1.0,5.0
SO69160,,,2013-10-25,2013-11-01,2013-11-06,9.0,1.0,9.0
SO69161,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69161,,,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69162,,150.0,2013-10-26,2013-11-02,2013-11-07,25.0,1.0,25.0
SO69163,,,2013-10-26,2013-11-02,2013-11-07,25.0,1.0,25.0
SO69163,,,2013-10-26,2013-11-02,2013-11-07,4.0,1.0,4.0
SO69163,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69163,,,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69164,,,2013-10-26,2013-11-02,2013-11-07,25.0,1.0,25.0
SO69164,,,2013-10-26,2013-11-02,2013-11-07,4.0,1.0,4.0
SO69164,,,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69164,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69165,,2828.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69165,,2828.0,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69166,,1863.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69166,,1863.0,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69166,,1863.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69166,,1863.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69167,,5751.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69167,,5751.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69167,,5751.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69167,,5751.0,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69168,,11210.0,2013-10-26,2013-11-02,2013-11-07,70.0,1.0,70.0
SO69168,,11210.0,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69169,,13569.0,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69169,,13569.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69169,,13569.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69170,,1277.0,2013-10-26,2013-11-02,2013-11-07,50.0,1.0,50.0
SO69171,,2812.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69172,,6355.0,2013-10-26,2013-11-02,2013-11-07,769.0,1.0,769.0
SO69172,,6355.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69173,,2514.0,2013-10-26,2013-11-02,2013-11-07,2320.0,1.0,2320.0
SO69173,,2514.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69174,,,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69174,,,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69174,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69175,,3733.0,2013-10-26,2013-11-02,2013-11-07,565.0,1.0,565.0
SO69175,,3733.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69175,,3733.0,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69175,,3733.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69175,,3733.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69176,,6977.0,2013-10-26,2013-11-02,2013-11-07,1701.0,1.0,1701.0
SO69177,,20.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69178,,,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69179,,,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69180,,,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69181,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69182,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69182,,,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69182,,,2013-10-26,2013-11-02,2013-11-07,159.0,1.0,159.0
SO69183,,11983.0,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69183,,11983.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69184,,,2013-10-26,2013-11-02,2013-11-07,4.0,1.0,4.0
SO69184,,,2013-10-26,2013-11-02,2013-11-07,33.0,1.0,33.0
SO69184,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69185,,3175.0,2013-10-26,2013-11-02,2013-11-07,30.0,1.0,30.0
SO69186,,404.0,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69186,,404.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69186,,404.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69187,,,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69187,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69187,,,2013-10-26,2013-11-02,2013-11-07,55.0,1.0,55.0
SO69187,,,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69188,,4921.0,2013-10-26,2013-11-02,2013-11-07,70.0,1.0,70.0
SO69188,,4921.0,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69189,,4293.0,2013-10-26,2013-11-02,2013-11-07,70.0,1.0,70.0
SO69190,,2959.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69191,,3753.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69191,,3753.0,2013-10-26,2013-11-02,2013-11-07,55.0,1.0,55.0
SO69191,,3753.0,2013-10-26,2013-11-02,2013-11-07,64.0,1.0,64.0
SO69192,,613.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69192,,613.0,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69193,,1704.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69194,,526.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69194,,526.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69194,,526.0,2013-10-26,2013-11-02,2013-11-07,55.0,1.0,55.0
SO69194,,526.0,2013-10-26,2013-11-02,2013-11-07,8.0,1.0,8.0
SO69195,,6341.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69195,,6341.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69196,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69196,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69196,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69197,,5563.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69197,,5563.0,2013-10-26,2013-11-02,2013-11-07,30.0,1.0,30.0
SO69197,,5563.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69198,,5634.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69198,,5634.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69199,,,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69199,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69200,,,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69201,,10020.0,2013-10-26,2013-11-02,2013-11-07,4.0,1.0,4.0
SO69201,,10020.0,2013-10-26,2013-11-02,2013-11-07,159.0,1.0,159.0
SO69202,,12915.0,2013-10-26,2013-11-02,2013-11-07,4.0,1.0,4.0
SO69202,,12915.0,2013-10-26,2013-11-02,2013-11-07,21.0,1.0,21.0
SO69202,,12915.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69203,,11710.0,2013-10-26,2013-11-02,2013-11-07,21.0,1.0,21.0
SO69203,,11710.0,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69204,,11871.0,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69205,,,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69205,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69205,,,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69205,,,2013-10-26,2013-11-02,2013-11-07,159.0,1.0,159.0
SO69206,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69206,,,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69207,,,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69207,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69207,,,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69208,,2243.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69208,,2243.0,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69209,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69209,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69209,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69209,,,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69210,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69210,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69210,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69211,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69211,,,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69211,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69212,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69212,,,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69213,,,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69213,,,2013-10-26,2013-11-02,2013-11-07,50.0,1.0,50.0
SO69214,,3133.0,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69214,,3133.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69215,,1402.0,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69215,,1402.0,,2013-11-02,2013-11-07,-35.0,1.0,35.0
SO69215,,1402.0,,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69215,,1402.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69216,,1324.0,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69217,,685.0,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69217,,685.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69217,,685.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69217,,685.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69217,,685.0,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69217,,685.0,2013-10-26,2013-11-02,2013-11-07,8.0,1.0,8.0
SO69218,,1179.0,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69218,,1179.0,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69218,,1179.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69218,,1179.0,2013-10-26,2013-11-02,2013-11-07,10.0,1.0,10.0
SO69218,,1179.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69218,,1179.0,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69219,,,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69219,,,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69219,,,2013-10-26,2013-11-02,2013-11-07,22.0,1.0,22.0
SO69220,,619.0,2013-10-26,2013-11-02,2013-11-07,2320.0,1.0,2320.0
SO69221,,11677.0,2013-10-26,2013-11-02,2013-11-07,1215.0,1.0,1215.0
SO69221,,11677.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69221,,11677.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69221,,11677.0,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69222,,,2013-10-26,2013-11-02,2013-11-07,2295.0,1.0,2295.0
SO69222,,,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69223,,11201.0,2013-10-26,2013-11-02,2013-11-07,1120.0,1.0,1120.0
SO69223,,11201.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69223,,11201.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69223,,11201.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69223,,11201.0,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69224,,8820.0,2013-10-26,2013-11-02,2013-11-07,1701.0,1.0,1701.0
SO69224,,8820.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69225,,10100.0,2013-10-26,2013-11-02,2013-11-07,540.0,1.0,540.0
SO69226,,6105.0,2013-10-26,2013-11-02,2013-11-07,2443.0,1.0,2443.0
SO69226,,6105.0,2013-10-26,2013-11-02,2013-11-07,4.0,1.0,4.0
SO69226,,6105.0,2013-10-26,2013-11-02,2013-11-07,33.0,1.0,33.0
SO69226,,6105.0,2013-10-26,2013-11-02,2013-11-07,50.0,1.0,50.0
SO69227,,11171.0,2013-10-26,2013-11-02,2013-11-07,742.0,1.0,742.0
SO69227,,11171.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69227,,11171.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69227,,11171.0,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69227,,11171.0,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69228,,9348.0,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69228,,9348.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69229,,,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69229,,,2013-10-26,2013-11-02,2013-11-07,29.0,1.0,29.0
SO69229,,,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69229,,,2013-10-26,2013-11-02,2013-11-07,2.0,1.0,2.0
SO69230,,11826.0,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69230,,11826.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69231,,10535.0,2013-10-26,2013-11-02,2013-11-07,1215.0,1.0,1215.0
SO69231,,10535.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69232,,8345.0,2013-10-26,2013-11-02,2013-11-07,540.0,1.0,540.0
SO69232,,8345.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69232,,8345.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69232,,8345.0,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69233,,11613.0,2013-10-26,2013-11-02,2013-11-07,540.0,1.0,540.0
SO69233,,11613.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69233,,11613.0,2013-10-26,2013-11-02,2013-11-07,5.0,1.0,5.0
SO69233,,11613.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69234,,6123.0,2013-10-26,2013-11-02,2013-11-07,1120.0,1.0,1120.0
SO69234,,6123.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69234,,6123.0,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69235,,4726.0,2013-10-26,2013-11-02,2013-11-07,1120.0,1.0,1120.0
SO69235,,4726.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69236,,2767.0,2013-10-26,2013-11-02,2013-11-07,1701.0,1.0,1701.0
SO69237,,11668.0,2013-10-26,2013-11-02,2013-11-07,540.0,1.0,540.0
SO69238,,9255.0,2013-10-26,2013-11-02,2013-11-07,540.0,1.0,540.0
SO69239,,1723.0,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69239,,1723.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69239,,1723.0,2013-10-26,2013-11-02,2013-11-07,9.0,1.0,9.0
SO69240,,10767.0,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69240,,10767.0,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69241,,,2013-10-26,2013-11-02,2013-11-07,742.0,1.0,742.0
SO69241,,,2013-10-26,2013-11-02,2013-11-07,8.0,1.0,8.0
SO69242,,,2013-10-26,2013-11-02,2013-11-07,1215.0,1.0,1215.0
SO69242,,,2013-10-26,2013-11-02,2013-11-07,54.0,1.0,54.0
SO69243,,,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69243,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69243,,,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69244,,,2013-10-26,2013-11-02,2013-11-07,2384.0,1.0,2384.0
SO69244,,,2013-10-26,2013-11-02,2013-11-07,35.0,1.0,35.0
SO69244,,,2013-10-26,2013-11-02,2013-11-07,24.0,1.0,24.0
SO69245,,,2013-10-27,2013-11-03,2013-11-08,9.0,1.0,9.0
SO69246,,3251.0,2013-10-27,2013-11-03,2013-11-08,22.0,1.0,22.0
SO69246,,3251.0,2013-10-27,2013-11-03,2013-11-08,54.0,1.0,54.0
SO69247,,1862.0,2013-10-27,2013-11-03,2013-11-08,22.0,1.0,22.0
